conversation_ID	utt_1	utt_2	emotion
582	they are not gonna get married anyway !	Come on !	anger
582	What ?	Come on !	anger
582		They rushed into this thing so fast it is ridiculous !	disgust
582		I am telling you , you are gonna be dancing at my wedding before you are dancing at theirs .	joy
219		Oh that is what you want .	anger
219	that is what you want .	Fine !	anger
219	Yes .	Fine !	anger
219	Fine !	Fine !	anger
219		There we go . You know what , if we were in prison , you guys would be , like , my bitches .	joy
966	Chandler is against marriage . And ... and always will be !	Well there is some people who do want to marry me .	anger
966	there is some people who do want to marry me .	There are ?	surprise
966	Chandler is against marriage . And ... and always will be !	Yeah ! Richard !	anger
966	there is some people who do want to marry me .	R ... R ... Richard said he wants to marry you ? ! And ... and Chandler tellin you how much he hates marriage ? !	surprise
966	There are ?	R ... R ... Richard said he wants to marry you ? ! And ... and Chandler tellin you how much he hates marriage ? !	surprise
966	Yeah ! Richard !	R ... R ... Richard said he wants to marry you ? ! And ... and Chandler tellin you how much he hates marriage ? !	surprise
966		R ... R ... Richard said he wants to marry you ? ! And ... and Chandler tellin you how much he hates marriage ? !	surprise
966	Richard said he wants to marry you ? ! And ... and Chandler tellin you how much he hates marriage ? !	Chandler loves marriage ! !	surprise
966	That is right .	Chandler loves marriage ! !	surprise
966	Chandler loves marriage ! !	You just told me that he hates marriage !	surprise
966		You just told me that he hates marriage !	surprise
966		That ... that he is a ... a complex fellow who unlikely to take a wife !	anger
966		That ... that he is against marriage and always will be !	anger
966		You got that from what I said ? !	surprise
578		Oh . Oh , did ... did ... did I wake you ?	surprise
1291	Contraction !	Oh God oh !	sadness
1291		Contraction !	sadness
1291		Are you looking at her ? !	anger
1291	Are you looking at her ? !	No !	anger
1291	Are you looking at her ? !	Do not you look at her you sick bastard !	anger
1291		Do not you look at her you sick bastard !	anger
1291	Do not you look at her you sick bastard !	Honey I swear ! I was not looking at her !	anger
1291		She is in labor ! You like that you sick son of a bitch !	anger
1291		See ? See ? It was because you were looking fat pervert !	anger
1291	He is looking at me .	Ross .	fear
1291	Ross .	What ? What ?	fear
1291		He is looking at me .	fear
1291	He is looking at me .	Hey ! You wanna live to see your baby ? !	anger
1291	You wanna live to see your baby ? !	Do not you talk to my husband like that you stupid bastard !	anger
1291		Do not you talk to my husband like that you stupid bastard !	anger
67		Ok . Wow , you guys sure have a lot of books about bein a lesbian .	surprise
67		Hey , hey , Yertle the Turtle . A classic .	joy
67		Actually , I am reading it to the baby .	joy
67	I am reading it to the baby .	The uh , the baby that has not been born yet ? Would not that mean you are ... crazy ?	surprise
67		The uh , the baby that has not been born yet ? Would not that mean you are ... crazy ?	surprise
67		What , you do not think they can hear sounds in there ?	surprise
67	I am reading it to the baby .	You are not serious , I mean , you really ... you really talk to it ?	surprise
67		You are not serious , I mean , you really ... you really talk to it ?	surprise
67	you do not think they can hear sounds in there ?	You are not serious , I mean , you really ... you really talk to it ?	surprise
1294	I know who you are talking about .	Oh yay ! Great ! Okay , what room number is he in ?	joy
1294	she is with me . Dr . Drake Remoray .	Dr . Drake who ?	surprise
1294	I am a doctor .	A doctor at this hospital ?	surprise
1294		A doctor at this hospital ?	surprise
1294		Damnit woman we are losing precious time ! Now do you want this man blood on your head ?	anger
2		I do not want to be single , okay ? I just ... I just ... I just wanna be married again !	sadness
2		Rachel ? !	surprise
346		You guys would never want to go to a lecture with me .	disgust
346	You guys would never want to go to a lecture with me .	Pa ... haa ! ! I would love to go with you .	surprise
346	I would love to go with you .	Really ! ?	surprise
346	I would love to go with you .	Okay . Honey , I would love for you to go with me . What ?	joy
346		Okay . Honey , I would love for you to go with me . What ?	joy
346		What should I wear , now I am all nervous .	fear
718		Oh , I thought this was your party and it turns out it is a party for Howard . He is just the sweetest little man !	surprise
718		See you Phoebe ! Oh and hey , thanks for chipping in !	joy
718		You chipped in ? !	surprise
718	You chipped in ? !	Phoebe ! I can not believe you gave them money ! I thought you agreed it was totally unreasonable that they asked me for that money !	surprise
718	Yeah , uh ... huh , a 100 dollars .	Phoebe ! I can not believe you gave them money ! I thought you agreed it was totally unreasonable that they asked me for that money !	surprise
718		Phoebe ! I can not believe you gave them money ! I thought you agreed it was totally unreasonable that they asked me for that money !	surprise
718	I can not believe you gave them money ! I thought you agreed it was totally unreasonable that they asked me for that money !	Yeah , but they did not ask me !	surprise
718		Yeah , but they did not ask me !	surprise
718		This way I am just you know , the exotic , generous stranger .	joy
718	That is always fun to be .	This way I am just you know , the exotic , generous stranger .	joy
718	This way I am just you know , the exotic , generous stranger .	That is always fun to be .	joy
718		That is always fun to be .	joy
718		Yeah , but you are making me look bad !	anger
718	you are making me look bad !	No I am not .	anger
718	you are making me look bad !	No !	anger
718		If anything I am making you look better !	joy
718	I am making you look better !	They will see you talking to me and that is ... I am a hit !	joy
718		Oh hey , Pheebs !	joy
718	hey , Pheebs !	Hey !	joy
718		Hey !	joy
718		Oh hey , Ross .	joy
718		Umm , see , I was thinking maybe you two could switch apartments because Phoebe more our kind of people .	joy
718	I was thinking maybe you two could switch apartments because Phoebe more our kind of people .	Yeah , okay , my bad .	sadness
951	me and him do stuff all the time without you	All the time ?	sadness
896		It is a great class .	joy
896		Umm , about that ... that ... that last move where the woman tripped you and then pinned you to the floor , what ... what ... what ... what would you do next ?	fear
896	What would you do next ?	Who ? Me the attacker ?	surprise
896		Who ? Me the attacker ?	surprise
285		You guys , Joey just saw Janice kissing her ex ... husband .	surprise
285	Joey just saw Janice kissing her ex ... husband .	What ? So what are you going to do ? I mean how , how are you going to tell Chandler ?	surprise
285	how are you going to tell Chandler ?	Joey , you can not keep this to yourself , if you know about this , you have to tell him .	sadness
285	I think the best way would be , to not .	Joey , you can not keep this to yourself , if you know about this , you have to tell him .	sadness
285		Joey , you can not keep this to yourself , if you know about this , you have to tell him .	sadness
285		It will kill him . I mean it will , it will just kill him .	fear
120		Can you believe what a jerk Ross was being ?	anger
120	He can get really competitive .	Ha . Ha , ha .	joy
120	Ha . Ha , ha .	What ?	surprise
120	hello , kettle ? This is Monica . You are black .	Please !	surprise
120	I am not as bad as Ross .	Oh , I beg to differ . The Pictionary incident ?	disgust
120		Oh , I beg to differ . The Pictionary incident ?	disgust
120	I am not as bad as Ross .	That was not an incident ! I was gesturing and the plate slipped out of my hand .	surprise
120	I beg to differ . The Pictionary incident ?	That was not an incident ! I was gesturing and the plate slipped out of my hand .	surprise
120		That was not an incident ! I was gesturing and the plate slipped out of my hand .	surprise
120		Oh ! I got an interview ! I got an interview !	joy
539		Who in the hell are you ?	anger
152		Are they here yet ?	sadness
1350		Cause it is good money ! But that does not change the fact that this is an evil blood sucking corporate machine !	anger
1350		Well , I think this is a great place to work !	joy
1350		Ok , are they listening ?	surprise
355	He says that walking with you makes this strange city feel like home .	Aw . Me too .	joy
355		Your eyes are very pretty .	joy
355	Your eyes are very pretty .	Thank you , very much ! Oh ! Thank you !	joy
829	you are moving ! !	Look ! This is ridiculous . We should be packing you ! !	anger
829		Great ! Monica moving !	joy
829	Monica moving !	I am not !	anger
829		Oh really ? ! Then how come all your stuff is in this box ? !	surprise
248		Hey ... hey !	joy
248	This is Monica .	Whoa !	surprise
248		Hi !	joy
248		Hey , how do you guys get anything done ?	surprise
248		Oh yeah ! Yeah , no , we are gonna connect , you know bond , and everything .	joy
